id,question,text,position,section
mle0166,What functions are used to perform categorical conversion into factor?,ML algorithms need numeric inputs. It requires converting categorical values into factors to get the latter. The functions factor () and as.factor () are used to perform categorical conversion into factor.,mle,Intermediate Machine Learning Interview Questions
mle0167,Are elements stored consecutively in linked lists?,No. Elements can be stored anywhere in linked lists. A linked list contains nodes where each node is composed of a data field and a reference (link) to the next node.,mle,Intermediate Machine Learning Interview Questions
mle0168,What is Regularization in ML?,"Regularization is a technique used to prevent overfitting in ML models. Overfitting occurs when a model is too complex and fits the training data too closely, resulting in poor performance on new, unseen data. Regularization techniques add a penalty term to the model's objective function, which encourages the model to find simpler solutions by reducing the magnitude of the coefficients or parameters in the model. This reduces the model's ability to fit the noise in the training data, resulting in better generalization performance on new data. Some popular regularization techniques include L1 (lasso) and L2 (ridge) regularization, which differ in the way they penalize the coefficients.",mle,Intermediate Machine Learning Interview Questions
mle0169,"Do you consider decision trees to have any advantages or disadvantages? If yes, what are they?","Decision tree algorithms are favored for their interpretability, scalability, and accuracy. They can be used to classify data points quickly and accurately, and are great for dealing with large datasets. They are also simple to understand, making them great for explaining complex models to non-technical stakeholders.",mle,Intermediate Machine Learning Interview Questions
mle0170,What do you understand about the exploding gradient technique problem in the back propagation technique?,"The exploding gradient problem occurs when large error gradients gather in training, resulting in large changes in the neural network weights. It can result in NaN values due to the values of weights being too large.",mle,Intermediate Machine Learning Interview Questions
mle0171,What do you understand about the Bias-Variance Tradeoff?,"If your model is simple with only a few parameters, it will have high bias and low variance. With many parameters, it will have low bias and high variance. One needs to find the right balance without overfitting and underfitting the data. This is why there is a tradeoff between bias and variance. Bias-variance tradeoff is important as it helps us know the limitations of our model and how to improve on it.",mle,Advanced Machine Learning Interview Questions
mle0172,"How would you describe an F1 score, and how would you use it?","This is an evaluation metric in ML that sums up the predictive performance of a model by combining two competing metrics, namely, Precision and Recall. In binary classification, we assume F1 score to measure a model’s accuracy because it is the weighted average of precision and recall scores.
Scores of F1 range from 0 to 1, with 1 being the best score and 0 being the worst. These F1 scores are used in information retrieval to see how well a model recovers results and how the model performs.",mle,Advanced Machine Learning Interview Questions
mle0173,Explain the difference between the Loss functions and Cost functions,"We usually call it the Loss function when calculating loss considering only a single point. However, we call it the Cost function when calculating the sum of errors for multiple data.
In simpler terms, the cost function sums the difference for the training database, while the loss function shows the difference between the actual and predicted values for a single record.",mle,Advanced Machine Learning Interview Questions
mle0174,How do you handle outlier values?,"Three simple strategies can be used to handle outliers, and these are:
Dropping them
Marking them as outliers and including them as a feature
Transforming the feature to reduce the effect of the outlier",mle,Advanced Machine Learning Interview Questions
mle0175,"What is a random forest, and how does it work?","Random forest is an ensemble learning method that combines multiple decision trees to make predictions. Each decision tree is built using a different subset of the training data and a random subset of the features. This randomness helps to prevent overfitting and improve the generalization of the model.
Random forest works in the following steps:
Take up a sample size from the training data
Start with a particular node
Run the algorithm from the start node viz: If the number of observations is smaller than node size, then stop Select random variables Spot the variable that is best at splitting the observations Divide the observations into two nodes Call step ‘a’ on each of these two nodes
During the process of building each decision tree, the algorithm splits the data at each node based on the feature that provides the best split. This split is determined using a metric such as information gain or Gini impurity.
Once all the decision trees are built, they are used together to make predictions. The idea is that each tree has its strengths and weaknesses, but by combining them, the weaknesses are averaged out, and the strengths are amplified. This ensemble approach is often more accurate than using a single decision tree.",mle,Advanced Machine Learning Interview Questions
mle0176,What ensemble techniques can be used to aggregate multiple models?,"Two ensemble techniques that can be used include Bagging and Boosting:
Bagging ((Bootstrap Aggregating): It is a technique where multiple independent models are trained on different subsets of the training data, and their predictions are aggregated to form the final prediction. The idea behind bagging is to reduce the variance of the model by averaging over multiple models.
Boosting: This is an iterative ensemble technique where the models are trained sequentially, and each subsequent model is trained on the instances where the previous model performed poorly. The idea behind boosting is to reduce the bias of the model by focusing on the misclassified instances",mle,Advanced Machine Learning Interview Questions
mle0177,What methods can be used to find the threshold of a classifier?,"The threshold for a classifier can be derived using precision-recall Curves and ROC Curves. In other instances, a grid search can be used to adjust the threshold for finding the best value.",mle,Advanced Machine Learning Interview Questions
mle0178,How can you check for the Normality of a dataset?,"Plots can be used to check for the normality of datasets, and some of these checks are:
Kolmogorov-Smirnov Test
Shapiro-Wilk Test
Anderson-Darling Test
D’Agostino Skewness Test",mle,Advanced Machine Learning Interview Questions
mle0179,How can you differentiate between a parametric and a non-parametric model?,"Parametric models have limited parameters and only need to know the model's parameters to predict new data, whereas non-parametric models have unlimited parameters and have more flexibility in new data prediction.",mle,Advanced Machine Learning Interview Questions
mle0180,Do you think logistic regression can be used for more than two classes?,"No. Logistic regression is a binary classifier; thus, it cannot be applied to more than two classes. However, it can be employed in multinomial logistic regression of solving multi-class classification problems.",mle,Advanced Machine Learning Interview Questions
mle0181,What differences exist between Softmax and Sigmoid functions?,"The sigmoid function is a mathematical function that maps any input value to a value between 0 and 1 and it is used for binary classification. On the other hand, the softmax function is used for multi-classification, and the sum of the probabilities will be 1.",mle,Advanced Machine Learning Interview Questions
mle0182,How can overfitting be avoided in ML?,"Some of the methods that you can use to avoid overfitting in machine learning are:
Cross validation
Custom feature selection
Data augmentation
Using larger datasets
Data simplification
Ensembling
Regularization",mle,Advanced Machine Learning Interview Questions
mle0183,Which is better to have? A false positive or false negative?,t depends on the situation. A false negative is risky in fields like medicine when a virus is scanned and reported absent when it is present. A false positive is risky in situations like spam email detection because it can classify an important email as spam.,mle,Advanced Machine Learning Interview Questions
mle0184,How would you handle a dataset suffering from high variance?,"The bagging algorithm can be used to split the data into subgroups sampling replicated from random data. After this split, the random data is utilized to establish rules using a training algorithm. Thereafter, the polling technique is used to combine all the predicted outcomes of the model.",mle,Advanced Machine Learning Interview Questions
mle0185,Explain Genetic programming as it relates to Evolutionary algorithm,"Genetic programming is similar to Evolutionary algorithm. It is a subset of evolutionary algorithms that implement the model's parameter, random mutation, crossover, fitness function, and various layers of evolution to resolve a user-defined task.
Through repeated generations of evaluation and modification, genetic programming can evolve increasingly complex and sophisticated programs that are optimized for the task at hand. This approach can be used for a wide range of applications, from artificial intelligence and machine learning to robotics and optimization problems.",mle,Advanced Machine Learning Interview Questions
mle0186,What are some classification methods that SVM can handle?,"Some classification methods SVM can handle are as follows:
Binary classification
Multiclass classification
Multilabel classification",mle,Advanced Machine Learning Interview Questions
mle0187,Why do you think instance-based learning algorithm is sometimes referred to as Lazy learning algorithm?,"Instance-based learning algorithm is sometimes referred to as lazy learning algorithm because it does not require any training data or generalization of the data. Instead, it uses the data the algorithm is given and stores it in memory for use in future predictions. The algorithm does not actively learn from the data, but rather relies on the stored instances to make predictions. Thus, its learning process can be seen as ""lazy"" as compared to other algorithms that actively learn from the data.",mle,Advanced Machine Learning Interview Questions
mle0188,Explain the reason for pruning of a decision tree,Pruning is the process of removing unnecessary nodes in a decision tree in order to reduce the complexity and improve the generalization accuracy of the model. It is used to prevent overfitting. Pruning helps in reducing the complexity of the decision trees by removing the nodes that do not have a great impact on the prediction accuracy.,mle,Advanced Machine Learning Interview Questions
mle0189,How Regularization reduces the cost term?,"Regularization is a technique used to prevent overfitting by adding a penalty term to the cost function. The penalty term is designed to discourage the model from assigning too much importance to any single feature or parameter, and encourages the model to distribute importance across all features.",mle,Advanced Machine Learning Interview Questions
mle0190,What's the need to convert categorical variables into factors?,"Converting categorical variables into factors is necessary because many ML algorithms cannot work with categorical variables in their raw form. ML algorithms work with numerical values, and factors are a way of representing categorical variables as numerical values.",mle,Advanced Machine Learning Interview Questions
mle0191,Do you believe treating a categorical variable as a continuous variable will result in a better predictive model?,"For a better predictive model, the variable has to be ordinal in nature.",mle,Advanced Machine Learning Interview Questions
mle0192,Why do we need the confusion matrix?,The confusion matrix is usually a summary of predictions on a classification model that enables us to visualize the performance of an algorithm or model. It measures the performance of an algorithm or model.,mle,Advanced Machine Learning Interview Questions
mle0193,What differentiates Gradient boosting and Random forest?,"Random forest builds each decision tree independently, while Gradient boosting builds decision trees in sequence, with each tree attempting to improve the performance of the previous tree. Random forest can provide a measure of feature importance that reflects the contribution of each feature to the overall model performance.
Gradient boosting performs slightly better on imbalanced data.
Random forest performs better for Multiclass Classification.",mle,Advanced Machine Learning Interview Questions
mle0194,How does a Box-Cox transformation occur?,"This happens when there is a power transformation of non-normal dependent variables into normal variables. It involves a lambda parameter which, when set to zero, indicates that this transform is equivalent to log-transform.",mle,Advanced Machine Learning Interview Questions
mle0195,"What functions can be used to identify, drop, and replace missing or corrupted values?","Usually, missing or corrupted values happen when no data is available for certain variables; this can happen due to incomplete data entry, lost files, etc. Some functions that identify, drop, and replace missing or corrupted values are IsNull(), dropna( ), and Fillna() functions in Pandas.",mle,Advanced Machine Learning Interview Questions
mle0196,How is data divided in cross-validation?,"Cross validation divides data into three parts which are training, testing, and validation data. Data is further divided into k numbers of sub-parts, and the model is trained on k-1 of those sub-parts and then tested on the remaining fold. This process is repeated k times, with each of the k folds used exactly once for testing. The final performance metric is the average of the performance metrics from each of the k test sets.",mle,Advanced Machine Learning Interview Questions
mle0197,"A game exists where you are required to roll two six-faced dice. You stand a chance to win $50 if the sum of the two dice equals 7. However, you must pay $4 to play each time you roll both dice. Would you partake in this game?","Note: If you play 6 times, what is the probability of making money from this game?
The first condition states that if the sum of the values on the 2 dice is equal to 7, then you win $50. But for all the other cases, you must pay $4.
To begin with, let's estimate the number of possible cases if we throw the two dice. The total number of cases is 6*6 = 36.
In these 36 cases, how many produce a sum of 7?
Possible combinations that produce a sum of 7 are (1,6), (2,5), (3,4), (4,3), (5,2) and (6,1)..
This indicates that out of 36 chances, 6 will produce a sum of 7. The ratio now is 6/36 = 1/6
So this suggests that we have a chance of winning $50, once in every 6 games.
So to answer the question, if I play 6 times, I will win $50 for one game, whereas for the other 5 games I will have to pay $4 each, which is $20 for all five games. Therefore, I will be at a winning advantage if I win $50 but end up paying $20. Statistically, I’ll be making a profit of $30 every 6 games.",mle,Advanced Machine Learning Interview Questions
mle0198,Assuming you have a two-column table of users and their friends coupled with a two-column table of users and their liked pages. Write a SQL query to make recommendations using pages that your friends have liked when it should not recommend pages that you have liked,"SELECT f.user_id, l.page_id
FROM friend f JOIN like l
ON f.friend_id = l.user_id
WHERE l.page_id NOT IN (
SELECT page_id FROM like
WHERE user_id = f.user_id
)",mle,Advanced Machine Learning Interview Questions
mle0199,When recommendations like “....people who did this also bought this” comes up on a website. What sort of algorithm propels that?,This is a recommendation based on collaborative filtering. Collaborative filtering compares users' activities on a website and recommends similar actions to users with similar interests or behavior.,mle,Advanced Machine Learning Interview Questions
mle0200,What would you do if the model you have trained has a high variance and low bias?,"To solve high variance problems, we will use regularization techniques to rectify this or select the higher features in the feature importance graph to train the model.",mle,Advanced Machine Learning Interview Questions
